,Training_set,ZTF_ID,TNS_class,my_class,my_SN_Ia,my_SN_II,my_SN_Ibc,my_SLSN,ALeRCE_class,ALeRCE_SN_Ia,ALeRCE_SN_II,ALeRCE_SN_Ibc,ALeRCE_SLSN,Redshift
4722,False,ZTF20abcicph,No Classification,SN Ib/c,0.36,0.159,0.377,0.104,SNIa,0.37,0.18,0.31,0.14,0.06136
4723,False,ZTF20aazsyfu,No Classification,SN Ib/c,0.227,0.256,0.454,0.063,SNIbc,0.268,0.232,0.374,0.126,No Redshift
4724,False,ZTF20abcojdl,No Classification,SN Ia,0.559,0.111,0.294,0.036,SNIa,0.386,0.176,0.374,0.064,No Redshift
4725,False,ZTF20abepyro,No Classification,SN Ia,0.486,0.099,0.368,0.047,SNIa,0.452,0.114,0.36,0.074,0.02859
4726,False,ZTF20abpoyqa,Object Not Found,SN Ia,0.405,0.148,0.286,0.161,SNIa,0.324,0.226,0.268,0.182,No Redshift
4727,False,ZTF20acdojld,No Classification,SN II,0.224,0.324,0.238,0.214,SNIbc,0.248,0.226,0.286,0.24,No Redshift
4728,False,ZTF20acfckmi,Object Not Found,SN Ib/c,0.354,0.173,0.429,0.044,SNIa,0.482,0.144,0.336,0.038,No Redshift
4729,False,ZTF20acilkfp,No Classification,SN Ia,0.398,0.166,0.298,0.138,SNIa,0.392,0.196,0.26,0.152,No Redshift
4730,False,ZTF20aciqtvg,No Classification,SN Ib/c,0.278,0.185,0.397,0.14,SNIbc,0.326,0.152,0.362,0.16,No Redshift
4731,False,ZTF20acmvydk,Object Not Found,SLSN,0.046,0.251,0.065,0.638,SLSN,0.284,0.238,0.22,0.258,No Redshift
4732,False,ZTF19acdcgqm,No Classification,SN Ib/c,0.321,0.129,0.522,0.028,SNIbc,0.36,0.174,0.374,0.092,No Redshift
4733,False,ZTF19acdgcfq,No Classification,SN Ia,0.467,0.201,0.185,0.147,SNIbc,0.288,0.24,0.35,0.122,No Redshift
4734,False,ZTF20acghajc,Varstar,SN Ia,0.32,0.267,0.32,0.093,SNIbc,0.29,0.274,0.318,0.118,0
4735,False,ZTF20aankjae,No Classification,SN Ia,0.286,0.267,0.255,0.192,SNIa,0.306,0.236,0.244,0.214,0.111534
4736,False,ZTF19adcecrc,No Classification,SN Ia,0.381,0.143,0.374,0.102,SNIbc,0.372,0.156,0.386,0.086,0.098281
4737,False,ZTF20aabbimu,No Classification,SN Ia,0.336,0.276,0.32,0.068,SNIbc,0.258,0.288,0.31,0.144,No Redshift
4738,False,ZTF20aatwanv,No Classification,SN Ib/c,0.312,0.186,0.422,0.08,SNIa,0.418,0.18,0.32,0.082,0.088487
4739,False,ZTF20abfsezx,No Classification,SLSN,0.137,0.334,0.162,0.367,SNIbc,0.276,0.234,0.29,0.2,0.102209
4740,False,ZTF20abhrlvj,Object Not Found,SN Ia,0.444,0.213,0.252,0.091,SNIa,0.31,0.258,0.25,0.182,No Redshift
4741,False,ZTF19aaohyit,Object Not Found,SN Ib/c,0.289,0.235,0.349,0.127,SNIa,0.322,0.268,0.296,0.114,0.138988
4742,False,ZTF20abjobkp,Object Not Found,SN Ia,0.411,0.185,0.333,0.071,SNIa,0.366,0.212,0.32,0.102,0.032182
4743,False,ZTF20acitmck,No Classification,SN Ia,0.428,0.183,0.129,0.26,SNIa,0.378,0.174,0.262,0.186,No Redshift
4744,False,ZTF20acmbhgy,SN Ia,SN Ia,0.472,0.135,0.273,0.12,SNIa,0.392,0.184,0.29,0.134,0.114
4745,False,ZTF18abuqugw,SN Ia,SN Ia,0.306,0.264,0.154,0.276,SNIa,0.444,0.144,0.31,0.102,0.03104
4746,False,ZTF19abqkqvy,Object Not Found,SN Ib/c,0.278,0.237,0.422,0.063,SNIa,0.366,0.196,0.35,0.088,0.855
4747,False,ZTF19aavpnvu,Object Not Found,SN Ia,0.411,0.174,0.36,0.055,SNIa,0.402,0.2,0.288,0.11,No Redshift
4748,False,ZTF19abcundg,No Classification,SN Ia,0.475,0.154,0.27,0.101,SNIa,0.386,0.202,0.29,0.122,No Redshift
4749,False,ZTF19abyzyhz,Object Not Found,SN Ib/c,0.282,0.194,0.505,0.019,SNIa,0.372,0.17,0.37,0.088,No Redshift
4750,False,ZTF19aawethv,SN IIb,SN II,0.258,0.291,0.244,0.207,SNIbc,0.328,0.21,0.402,0.06,0.006
4751,False,ZTF19aanjryl,No Classification,SN II,0.287,0.317,0.142,0.254,SNII,0.216,0.296,0.208,0.28,No Redshift
4752,False,ZTF18aaqceqh,No Classification,SN Ib/c,0.211,0.203,0.524,0.062,SNIbc,0.336,0.21,0.348,0.106,0.04453
4753,False,ZTF18abuicad,SLSN-II,SLSN,0.012,0.154,0.046,0.788,SLSN,0.136,0.222,0.214,0.428,0.135
4754,False,ZTF19aakobov,SN Ia-91T-like,SN Ib/c,0.239,0.27,0.316,0.175,SNIa,0.324,0.212,0.32,0.144,0.051
4755,False,ZTF18aaqkjuw,SN Ia,SN Ia,0.368,0.205,0.262,0.165,SNIa,0.288,0.228,0.236,0.248,0.0966
4756,False,ZTF19aasrbas,No Classification,SN Ib/c,0.311,0.195,0.395,0.099,SNIbc,0.348,0.144,0.402,0.106,No Redshift
4757,False,ZTF19acfswlk,Object Not Found,SN Ia,0.445,0.167,0.247,0.141,SNIa,0.306,0.256,0.25,0.188,No Redshift
4758,False,ZTF20abnvfvr,Object Not Found,SN Ia,0.345,0.246,0.274,0.135,SNIa,0.296,0.278,0.25,0.176,No Redshift
4759,False,ZTF19abdcbnh,Object Not Found,SN Ib/c,0.27,0.278,0.317,0.135,SNIa,0.298,0.246,0.288,0.168,No Redshift
4760,False,ZTF19aaydpiq,SN II,SN Ia,0.388,0.203,0.232,0.177,SNIa,0.384,0.224,0.29,0.102,0.02373
4761,False,ZTF19abaupsd,No Classification,SN Ia,0.446,0.154,0.26,0.14,SNIa,0.426,0.184,0.268,0.122,No Redshift
4762,False,ZTF19abcupbu,No Classification,SN II,0.067,0.514,0.096,0.323,SNIa,0.278,0.272,0.238,0.212,0.0448
4763,False,ZTF20abvqizw,No Classification,SN Ib/c,0.262,0.215,0.278,0.245,SNIa,0.378,0.188,0.332,0.102,No Redshift
4764,False,ZTF19acgjyte,No Classification,SN Ia,0.484,0.159,0.303,0.054,SNIa,0.328,0.222,0.316,0.134,No Redshift
4765,False,ZTF20abzezex,No Classification,SN Ia,0.419,0.196,0.293,0.092,SNIa,0.36,0.216,0.24,0.184,No Redshift
4766,False,ZTF20aansmra,No Classification,SN Ia,0.414,0.134,0.347,0.105,SNIa,0.384,0.184,0.298,0.134,0.114959
4767,False,ZTF19acyndpl,SN Ia,SN Ia,0.417,0.209,0.276,0.098,SNIa,0.316,0.23,0.312,0.142,0.0552
4768,False,ZTF20aafxuol,No Classification,SN Ia,0.39,0.141,0.339,0.13,SNIa,0.36,0.182,0.328,0.13,No Redshift
4769,False,ZTF20aajcfnh,No Classification,SN Ia,0.407,0.16,0.331,0.102,SNIa,0.374,0.166,0.318,0.142,No Redshift
4770,False,ZTF20aanvqee,No Classification,SN Ib/c,0.208,0.226,0.421,0.145,SNIbc,0.322,0.198,0.332,0.148,0.073571
4771,False,ZTF18abwzedh,Object Not Found,SN Ia,0.419,0.126,0.309,0.146,SNIa,0.37,0.19,0.312,0.128,No Redshift
4772,False,ZTF20aaqylqb,No Classification,SN Ib/c,0.258,0.265,0.354,0.123,SNIa,0.358,0.236,0.282,0.124,0.093843
4773,False,ZTF20aatpqps,SN Ia,SN Ia,0.31,0.257,0.3,0.133,SNIa,0.334,0.222,0.306,0.138,0.038883
4774,False,ZTF20aawkowl,No Classification,SN Ia,0.425,0.175,0.277,0.123,SNIa,0.402,0.214,0.25,0.134,No Redshift
4775,False,ZTF20abaqkji,No Classification,SN Ib/c,0.279,0.267,0.326,0.128,SNIa,0.324,0.206,0.316,0.154,No Redshift
4776,False,ZTF20abcvmfm,No Classification,SN Ia,0.602,0.12,0.2,0.078,SNIa,0.368,0.182,0.276,0.174,No Redshift
4777,False,ZTF19aapuhhs,Object Not Found,SN Ia,0.413,0.21,0.248,0.129,SNIa,0.398,0.188,0.296,0.118,No Redshift
4778,False,ZTF19aaxqwjx,No Classification,SN II,0.042,0.465,0.124,0.369,SNII,0.204,0.298,0.242,0.256,0.038839
4779,False,ZTF19aatfqzb,SN Ib/c,SN II,0.083,0.46,0.28,0.177,SNII,0.214,0.288,0.282,0.216,0.027
4780,False,ZTF19aayfwgj,No Classification,SN Ia,0.35,0.321,0.236,0.093,SNIa,0.36,0.22,0.292,0.128,0.063027
4781,False,ZTF19abifsut,No Classification,SN Ia,0.408,0.179,0.285,0.128,SNIbc,0.316,0.202,0.354,0.128,No Redshift
4782,False,ZTF19abaehsf,No Classification,SN Ib/c,0.281,0.145,0.509,0.065,SNIbc,0.304,0.162,0.424,0.11,No Redshift
4783,False,ZTF20acefoeu,Object Not Found,SN Ia,0.463,0.129,0.325,0.083,SNIa,0.358,0.18,0.348,0.114,No Redshift
4784,False,ZTF18aczerpr,No Classification,SN Ia,0.362,0.241,0.327,0.07,SNIa,0.336,0.18,0.308,0.176,No Redshift
4785,False,ZTF19acabzlw,No Classification,SN II,0.08,0.394,0.245,0.281,SNIbc,0.236,0.228,0.304,0.232,No Redshift
4786,False,ZTF20aciouqw,No Classification,SN Ib/c,0.307,0.176,0.475,0.042,SNIa,0.342,0.23,0.324,0.104,No Redshift
4787,False,ZTF20acjrytv,SN Ia,SN Ia,0.349,0.245,0.335,0.071,SNIa,0.338,0.218,0.318,0.126,0.060119
4788,False,ZTF20acoqpyb,No Classification,SN Ia,0.345,0.255,0.258,0.142,SNIa,0.344,0.222,0.26,0.174,0.130064
4789,False,ZTF20acglhmi,No Classification,SN Ia,0.485,0.183,0.237,0.095,SNIbc,0.334,0.24,0.336,0.09,No Redshift
4790,False,ZTF21aaabtej,No Classification,SN Ia,0.395,0.202,0.332,0.071,SNIa,0.406,0.186,0.304,0.104,0.10497
4791,False,ZTF19aarjshs,No Classification,SN Ia,0.379,0.173,0.337,0.111,SNIa,0.352,0.184,0.332,0.132,No Redshift
4792,False,ZTF18adbdhni,No Classification,SN Ib/c,0.362,0.227,0.364,0.047,SNIbc,0.32,0.156,0.406,0.118,0.077415
4793,False,ZTF20acgonfb,No Classification,SN Ia,0.366,0.227,0.316,0.091,SNIa,0.39,0.164,0.334,0.112,No Redshift
4794,False,ZTF19aawlkjx,SN II,SN II,0.087,0.563,0.22,0.13,SNII,0.148,0.402,0.224,0.226,0.015
4795,False,ZTF20acwxhka,No Classification,SN Ia,0.558,0.115,0.167,0.16,SNIa,0.464,0.152,0.234,0.15,0.075113
4796,False,ZTF20abnvbzq,No Classification,SN Ia,0.604,0.13,0.182,0.084,SNIa,0.38,0.218,0.258,0.144,No Redshift
4797,False,ZTF18acvwcky,No Classification,SN Ia,0.613,0.084,0.215,0.088,SNIa,0.408,0.174,0.294,0.124,0.065579
4798,False,ZTF20abzvuhj,No Classification,SN Ia,0.424,0.171,0.319,0.086,SNIa,0.38,0.18,0.294,0.146,No Redshift
4799,False,ZTF20acfpqlp,Object Not Found,SN Ia,0.534,0.096,0.226,0.144,SNIa,0.366,0.186,0.258,0.19,No Redshift
4800,False,ZTF18aaqpouu,No Classification,SN Ia,0.402,0.206,0.288,0.104,SNIa,0.368,0.176,0.344,0.112,0.096434
4801,False,ZTF20aculzda,No Classification,SN Ia,0.516,0.14,0.24,0.104,SNIa,0.368,0.184,0.3,0.148,0.084536
4802,False,ZTF19aadnxcw,SN Ia,SN Ia,0.388,0.192,0.294,0.126,SNIa,0.402,0.144,0.388,0.066,0.05426
4803,False,ZTF19aaknvuh,SN Ia,SN Ia,0.42,0.216,0.247,0.117,SNIbc,0.294,0.246,0.354,0.106,0.035
4804,False,ZTF19aallimd,SN II,SN II,0.07,0.583,0.12,0.227,SNII,0.204,0.332,0.25,0.214,0.03
4805,False,ZTF19abgitlm,Object Not Found,SN Ib/c,0.352,0.175,0.381,0.092,SNIa,0.42,0.172,0.33,0.078,No Redshift
4806,False,ZTF19abymvgm,No Classification,SLSN,0.036,0.369,0.064,0.531,SLSN,0.142,0.3,0.158,0.4,No Redshift
4807,False,ZTF19acboppf,No Classification,SN Ib/c,0.214,0.203,0.486,0.097,SNIa,0.29,0.266,0.28,0.164,0.05344
4808,False,ZTF19acbqmzk,Object Not Found,SN II,0.142,0.389,0.285,0.184,SNIbc,0.38,0.152,0.42,0.048,No Redshift
4809,False,ZTF19acrycvs,No Classification,SN Ia,0.355,0.258,0.275,0.112,SNIa,0.33,0.23,0.256,0.184,No Redshift
4810,False,ZTF20aafsmrx,No Classification,SN Ia,0.298,0.252,0.247,0.203,SNII,0.248,0.278,0.22,0.254,No Redshift
4811,False,ZTF19acxnebw,No Classification,SN Ia,0.354,0.249,0.302,0.095,SNIa,0.336,0.19,0.282,0.192,No Redshift
4812,False,ZTF20aahgikb,Object Not Found,SN Ib/c,0.265,0.233,0.334,0.168,SNIa,0.32,0.208,0.298,0.174,No Redshift
4813,False,ZTF20aatqief,SN Ia,SN Ia,0.442,0.163,0.244,0.151,SNIa,0.362,0.22,0.28,0.138,0.08
4814,False,ZTF19acszpdm,No Classification,SN II,0.115,0.451,0.301,0.133,SNIbc,0.218,0.3,0.324,0.158,No Redshift
4815,False,ZTF20abkewno,No Classification,SN Ia,0.454,0.205,0.21,0.131,SNIa,0.306,0.226,0.28,0.188,No Redshift
4816,False,ZTF20abdrjii,No Classification,SN Ia,0.418,0.126,0.376,0.08,SNIbc,0.348,0.15,0.382,0.12,0.099357
4817,False,ZTF20abersjy,Object Not Found,SN Ib/c,0.224,0.26,0.369,0.147,SNIbc,0.29,0.216,0.33,0.164,No Redshift
4818,False,ZTF20abfcdwd,Object Not Found,SN Ia,0.374,0.227,0.284,0.115,SNIa,0.348,0.232,0.304,0.116,No Redshift
4819,False,ZTF20abndpnm,Object Not Found,SN Ia,0.356,0.29,0.315,0.039,SNIa,0.362,0.224,0.278,0.136,No Redshift
4820,False,ZTF20abkfgiw,No Classification,SN Ia,0.336,0.247,0.254,0.163,SNIa,0.32,0.206,0.26,0.214,No Redshift
4821,False,ZTF20aanrgln,No Classification,SN II,0.038,0.543,0.076,0.343,SNII,0.278,0.304,0.246,0.172,No Redshift
4822,False,ZTF18aceftbo,Object Not Found,SN Ia,0.336,0.155,0.317,0.192,SNIa,0.35,0.168,0.342,0.14,No Redshift
4823,False,ZTF20abxyadt,SN Ia,SN Ia,0.345,0.253,0.308,0.094,SNII,0.204,0.324,0.256,0.216,0.066
4824,False,ZTF20aayhdsz,No Classification,SN Ia,0.426,0.144,0.37,0.06,SNIa,0.404,0.132,0.386,0.078,No Redshift
4825,False,ZTF20aanvsru,No Classification,SN Ia,0.304,0.28,0.212,0.204,SNIa,0.352,0.17,0.286,0.192,No Redshift
4826,False,ZTF20abexyxk,SN Ia,SN Ib/c,0.153,0.306,0.361,0.18,SNIbc,0.164,0.27,0.346,0.22,0.05
4827,False,ZTF20abpgprf,Object Not Found,SN Ia,0.36,0.23,0.352,0.058,SNIa,0.336,0.24,0.332,0.092,No Redshift
4828,False,ZTF20ablecdd,Object Not Found,SN Ib/c,0.294,0.199,0.445,0.062,SNIbc,0.332,0.16,0.426,0.082,No Redshift
4829,False,ZTF20aatvqbu,No Classification,SN II,0.139,0.343,0.25,0.268,SNIbc,0.212,0.212,0.314,0.262,No Redshift
4830,False,ZTF20abuocri,No Classification,SN Ib/c,0.337,0.2,0.405,0.058,SNIa,0.368,0.196,0.366,0.07,No Redshift
4831,False,ZTF20abxpqmf,Object Not Found,SN Ib/c,0.211,0.163,0.57,0.056,SNIa,0.362,0.184,0.29,0.164,No Redshift
4832,False,ZTF20ackrvsn,No Classification,SN II,0.295,0.32,0.177,0.208,SNIa,0.282,0.244,0.228,0.246,0.109089
4833,False,ZTF18aaftrfv,No Classification,SN II,0.227,0.398,0.256,0.119,SNIbc,0.272,0.238,0.334,0.156,0.078091
4834,False,ZTF20aahrwvs,No Classification,SN Ib/c,0.128,0.275,0.472,0.125,SNIbc,0.288,0.232,0.366,0.114,No Redshift
4835,False,ZTF18abcoqgi,Object Not Found,SN Ib/c,0.38,0.165,0.389,0.066,SNIa,0.398,0.174,0.31,0.118,No Redshift
4836,False,ZTF20acbxkwx,No Classification,SN Ia,0.341,0.157,0.337,0.165,SNIa,0.314,0.226,0.308,0.152,No Redshift
4837,False,ZTF20acisvna,No Classification,SN Ia,0.38,0.172,0.324,0.124,SNIa,0.358,0.204,0.306,0.132,No Redshift
4838,False,ZTF19abuxlyo,No Classification,SN Ib/c,0.299,0.234,0.311,0.156,SNIa,0.36,0.206,0.3,0.134,No Redshift
4839,False,ZTF19abxgswj,Object Not Found,SN Ib/c,0.285,0.29,0.348,0.077,SNIbc,0.284,0.296,0.298,0.122,No Redshift
4840,False,ZTF19acftbsn,SN IIn,SLSN,0.047,0.24,0.1,0.613,SLSN,0.21,0.254,0.192,0.344,0.1215
4841,False,ZTF19abzkvvh,No Classification,SN Ia,0.373,0.271,0.297,0.059,SNIbc,0.338,0.214,0.342,0.106,No Redshift
4842,False,ZTF19actabny,SN IIn,SN II,0.056,0.429,0.112,0.403,SNII,0.102,0.334,0.288,0.276,0.159
4843,False,ZTF20aaiacec,No Classification,SN II,0.229,0.473,0.21,0.088,SNII,0.26,0.32,0.254,0.166,No Redshift
4844,False,ZTF18acdvqlo,No Classification,SN II,0.102,0.438,0.287,0.173,SNIbc,0.25,0.25,0.314,0.186,No Redshift
4845,False,ZTF20aaullwp,SN Ia,SN II,0.275,0.336,0.301,0.088,SNII,0.198,0.328,0.32,0.154,0.024
4846,False,ZTF20aajidsj,Object Not Found,SN Ia,0.305,0.262,0.293,0.14,SNIa,0.316,0.196,0.29,0.198,No Redshift
4847,False,ZTF20aamtspu,No Classification,SN Ia,0.447,0.148,0.267,0.138,SNIa,0.36,0.188,0.264,0.188,No Redshift
4848,False,ZTF20aamyfad,No Classification,SN Ia,0.372,0.229,0.271,0.128,SNIa,0.402,0.212,0.238,0.148,No Redshift
4849,False,ZTF19aailsfh,SN Ia,SN Ia,0.381,0.211,0.218,0.19,SNIa,0.37,0.204,0.316,0.11,0.06
4850,False,ZTF20ablxvll,No Classification,SN Ia,0.414,0.188,0.293,0.105,SNIa,0.29,0.264,0.212,0.234,No Redshift
4851,False,ZTF20aauwpel,No Classification,SN Ib/c,0.267,0.248,0.384,0.101,SNIbc,0.306,0.204,0.316,0.174,No Redshift
4852,False,ZTF19abcgcqy,No Classification,SN II,0.124,0.396,0.159,0.321,SLSN,0.222,0.244,0.24,0.294,No Redshift
4853,False,ZTF20aavqrzc,Object Not Found,SLSN,0.103,0.285,0.125,0.487,SNIa,0.308,0.22,0.196,0.276,1.395
4854,False,ZTF19abgzhpb,Object Not Found,SN Ia,0.448,0.203,0.253,0.096,SNIa,0.376,0.208,0.26,0.156,No Redshift
4855,False,ZTF20acbqtpg,No Classification,SN Ib/c,0.247,0.239,0.373,0.141,SNIa,0.316,0.226,0.316,0.142,No Redshift
4856,False,ZTF19ablzora,SN IIn,SN Ia,0.341,0.171,0.279,0.209,SNIa,0.342,0.228,0.254,0.176,0.072
4857,False,ZTF19acxgxcu,SN Ia,SN Ia,0.339,0.245,0.269,0.147,SNIbc,0.314,0.164,0.336,0.186,0.038
4858,False,ZTF19abuwnif,Object Not Found,SN Ia,0.524,0.12,0.216,0.14,SNIa,0.394,0.174,0.298,0.134,No Redshift
4859,False,ZTF20aaifygl,No Classification,SN II,0.18,0.352,0.158,0.31,SNII,0.28,0.288,0.23,0.202,No Redshift
4860,False,ZTF20aalbgef,No Classification,SN Ia,0.417,0.152,0.349,0.082,SNIbc,0.3,0.216,0.332,0.152,No Redshift
4861,False,ZTF20aammtvz,No Classification,SN Ib/c,0.306,0.266,0.365,0.063,SNIa,0.442,0.168,0.3,0.09,No Redshift
4862,False,ZTF20aatuzla,No Classification,SN Ia,0.504,0.152,0.28,0.064,SNIa,0.39,0.192,0.316,0.102,0.095862
4863,False,ZTF20abgbxco,Object Not Found,SN II,0.203,0.323,0.293,0.181,SNII,0.24,0.31,0.26,0.19,No Redshift
4864,False,ZTF20aauomty,No Classification,SN II,0.242,0.342,0.271,0.145,SNII,0.254,0.262,0.256,0.228,No Redshift
4865,False,ZTF20aaykndv,No Classification,SN Ia,0.401,0.185,0.299,0.115,SNIa,0.422,0.21,0.254,0.114,No Redshift
4866,False,ZTF20abzcgdo,Object Not Found,SLSN,0.19,0.286,0.224,0.3,SNII,0.262,0.316,0.21,0.212,No Redshift
4867,False,ZTF18acusegd,SN Ia,SN II,0.275,0.315,0.25,0.16,SNIbc,0.282,0.286,0.336,0.096,0.019213
4868,False,ZTF20acphsbv,SN Ia,SN Ib/c,0.331,0.181,0.352,0.136,SNIa,0.358,0.178,0.342,0.122,0.1205
4869,False,ZTF19aakyxsq,SN Ia,SN Ib/c,0.113,0.297,0.432,0.158,SNIbc,0.274,0.196,0.428,0.102,0.0839
4870,False,ZTF20acbdyth,Object Not Found,SN Ia,0.406,0.156,0.236,0.202,SNIa,0.304,0.212,0.202,0.282,No Redshift
4871,False,ZTF20acggkic,No Classification,SN Ib/c,0.191,0.275,0.464,0.07,SNIbc,0.25,0.224,0.4,0.126,No Redshift
4872,False,ZTF18acrdwag,SN Ia,SN Ib/c,0.196,0.307,0.375,0.122,SNIbc,0.27,0.254,0.32,0.156,0.04045
4873,False,ZTF19aamsnhu,SN Ia,SN Ia,0.566,0.107,0.237,0.09,SNIa,0.392,0.184,0.302,0.122,0.1
4874,False,ZTF19abjqabs,No Classification,SN Ia,0.401,0.166,0.245,0.188,SNIa,0.4,0.162,0.302,0.136,No Redshift
4875,False,ZTF18abiiqzy,Object Not Found,SN II,0.192,0.427,0.183,0.198,SNIbc,0.298,0.24,0.304,0.158,0.069213
4876,False,ZTF19abucixu,No Classification,SN Ib/c,0.256,0.115,0.585,0.044,SNIbc,0.33,0.148,0.434,0.088,No Redshift
4877,False,ZTF18abdfwcy,SN IIP,SN II,0.161,0.505,0.195,0.139,SNIbc,0.308,0.254,0.316,0.122,0.014
4878,False,ZTF18abvkhul,Object Not Found,SN Ia,0.482,0.128,0.251,0.139,SNIa,0.388,0.21,0.274,0.128,No Redshift
4879,False,ZTF20acmydwh,No Classification,SN Ia,0.435,0.151,0.246,0.168,SNIa,0.398,0.19,0.302,0.11,0.090782
4880,False,ZTF18abgrlpv,SLSN-II,SLSN,0.046,0.354,0.06,0.54,SNII,0.242,0.334,0.21,0.214,0.2104
4881,False,ZTF20acpjcoe,SN Ia,SN Ia,0.55,0.14,0.241,0.069,SNIa,0.392,0.17,0.258,0.18,0.04
4882,False,ZTF19acxpkpv,SN Ia,SN Ia,0.45,0.227,0.239,0.084,SNIa,0.278,0.228,0.276,0.218,0.07
4883,False,ZTF20aagryod,No Classification,SN Ia,0.498,0.118,0.328,0.056,SNIa,0.382,0.172,0.338,0.108,0.038066
4884,False,ZTF20aanqtil,No Classification,SN Ib/c,0.341,0.187,0.347,0.125,SNIa,0.382,0.178,0.31,0.13,0.145544
4885,False,ZTF20aaqpswu,No Classification,SN Ib/c,0.264,0.274,0.319,0.143,SNIbc,0.284,0.19,0.382,0.144,0.100158
4886,False,ZTF20aavpsoa,No Classification,SN Ia,0.487,0.122,0.278,0.113,SNIa,0.35,0.242,0.266,0.142,No Redshift
4887,False,ZTF20aavqbdh,No Classification,SN Ia,0.561,0.177,0.171,0.091,SNIa,0.388,0.23,0.288,0.094,0.114656
4888,False,ZTF20aayzfjd,Object Not Found,SN II,0.24,0.289,0.285,0.186,SNIbc,0.286,0.244,0.36,0.11,No Redshift
4889,False,ZTF20abnwsbv,No Classification,SN II,0.147,0.465,0.218,0.17,SNIbc,0.278,0.236,0.302,0.184,0.037426
4890,False,ZTF20abovemb,Object Not Found,SN Ib/c,0.35,0.215,0.4,0.035,SNIa,0.352,0.232,0.348,0.068,No Redshift
4891,False,ZTF20abpvgmn,No Classification,SN II,0.15,0.39,0.144,0.316,SNII,0.182,0.306,0.274,0.238,No Redshift
4892,False,ZTF20abhziqt,No Classification,SN Ia,0.447,0.189,0.227,0.137,SNIa,0.356,0.212,0.316,0.116,No Redshift
4893,False,ZTF20abyxygj,Object Not Found,SN Ib/c,0.302,0.219,0.354,0.125,SNIbc,0.288,0.214,0.302,0.196,No Redshift
4894,False,ZTF20aaxneem,No Classification,SN Ia,0.559,0.179,0.181,0.081,SNIa,0.356,0.198,0.336,0.11,No Redshift
4895,False,ZTF20acjzipj,No Classification,SN Ia,0.457,0.11,0.351,0.082,SNIa,0.388,0.128,0.376,0.108,0.080838
4896,False,ZTF20acbeyjm,Object Not Found,SN II,0.152,0.47,0.186,0.192,SLSN,0.216,0.29,0.2,0.294,No Redshift
4897,False,ZTF20acfxnft,Object Not Found,SN Ia,0.373,0.173,0.339,0.115,SNIbc,0.332,0.17,0.374,0.124,No Redshift
4898,False,ZTF20acgyqwd,No Classification,SN Ib/c,0.321,0.189,0.451,0.039,SNIbc,0.318,0.238,0.346,0.098,No Redshift
4899,False,ZTF20acgzjmh,No Classification,SN Ib/c,0.292,0.213,0.383,0.112,SNIbc,0.284,0.228,0.338,0.15,No Redshift
4900,False,ZTF20acppsay,SN Ia,SN Ia,0.407,0.168,0.327,0.098,SNIa,0.436,0.132,0.318,0.114,0.1
4901,False,ZTF19abfzhzc,No Classification,SN Ia,0.617,0.082,0.241,0.06,SNIa,0.434,0.174,0.256,0.136,No Redshift
4902,False,ZTF20abjwomx,No Classification,SN Ib/c,0.286,0.173,0.408,0.133,SNIa,0.358,0.188,0.288,0.166,0.132288
4903,False,ZTF19abjbtbm,SN II,SN II,0.082,0.422,0.125,0.371,SNII,0.21,0.324,0.286,0.18,0.04
4904,False,ZTF19abpvhki,No Classification,SN Ia,0.402,0.188,0.218,0.192,SNIa,0.306,0.212,0.298,0.184,No Redshift
4905,False,ZTF20abjzjhr,No Classification,SN Ib/c,0.334,0.207,0.34,0.119,SNIa,0.298,0.262,0.252,0.188,No Redshift
4906,False,ZTF19abykjvn,Object Not Found,SN Ia,0.449,0.153,0.305,0.093,SNIa,0.386,0.174,0.368,0.072,No Redshift
4907,False,ZTF19abznsif,Object Not Found,SN Ia,0.434,0.165,0.274,0.127,SNIa,0.368,0.186,0.288,0.158,No Redshift
4908,False,ZTF19acbsjgg,Object Not Found,SN Ib/c,0.304,0.205,0.451,0.04,SNIbc,0.28,0.22,0.42,0.08,No Redshift
4909,False,ZTF20aayfjxt,No Classification,SN Ia,0.565,0.107,0.238,0.09,SNIa,0.382,0.204,0.26,0.154,0.090142
4910,False,ZTF20aabbclt,Object Not Found,SN Ib/c,0.302,0.207,0.41,0.081,SNIa,0.358,0.2,0.316,0.126,No Redshift
4911,False,ZTF20abdajuq,No Classification,SN Ib/c,0.348,0.143,0.417,0.092,SNIa,0.314,0.228,0.306,0.152,No Redshift
4912,False,ZTF20abevcbs,Object Not Found,SN Ib/c,0.3,0.188,0.383,0.129,SNIbc,0.344,0.176,0.384,0.096,No Redshift
4913,False,ZTF20abivhxo,No Classification,SN Ia,0.502,0.14,0.2,0.158,SNIa,0.34,0.246,0.214,0.2,No Redshift
4914,False,ZTF19acxmhxk,No Classification,SN Ia,0.329,0.281,0.267,0.123,SNIa,0.368,0.206,0.252,0.174,No Redshift
4915,False,ZTF20ablrkhb,No Classification,SN Ib/c,0.265,0.216,0.29,0.229,SNIa,0.328,0.19,0.316,0.166,No Redshift
4916,False,ZTF20abrfdeo,No Classification,SN Ia,0.346,0.266,0.263,0.125,SNIbc,0.322,0.21,0.378,0.09,No Redshift
4917,False,ZTF20abjbdhi,No Classification,SN II,0.227,0.394,0.235,0.144,SNIbc,0.306,0.208,0.346,0.14,0.063947
