,Training_set,ZTF_ID,TNS_class,my_class,my_SN_Ia,my_SN_II,my_SN_Ibc,my_SLSN,ALeRCE_class,ALeRCE_SN_Ia,ALeRCE_SN_II,ALeRCE_SN_Ibc,ALeRCE_SLSN,Redshift
2100,False,ZTF21aaxzcir,No Classification,SN Ia,0.338,0.321,0.276,0.065,SNIbc,0.294,0.26,0.31,0.136,No Redshift
2101,False,ZTF19aavvokp,Object Not Found,SLSN,0.2,0.273,0.199,0.328,SNIbc,0.272,0.24,0.396,0.092,No Redshift
2102,False,ZTF21aagsbcb,Object Not Found,SN Ia,0.376,0.23,0.304,0.09,SNIa,0.356,0.222,0.274,0.148,No Redshift
2103,False,ZTF21aaxhinu,No Classification,SN Ib/c,0.32,0.167,0.445,0.068,SNIbc,0.322,0.154,0.43,0.094,No Redshift
2104,False,ZTF21aaxsofj,SN Ia,SN Ia,0.429,0.218,0.19,0.163,SNIa,0.398,0.186,0.266,0.15,0.12
2105,False,ZTF21abbrtsg,No Classification,SN Ia,0.433,0.188,0.259,0.12,SNIa,0.336,0.228,0.202,0.234,No Redshift
2106,False,ZTF21aaydsfe,No Classification,SN Ib/c,0.268,0.215,0.432,0.085,SNIbc,0.336,0.184,0.38,0.1,0.066844
2107,False,ZTF21aaxsxui,No Classification,SN Ia,0.47,0.163,0.219,0.148,SNIa,0.416,0.17,0.232,0.182,No Redshift
2108,False,ZTF21aaxhkju,No Classification,SN Ia,0.453,0.178,0.263,0.106,SNIa,0.406,0.162,0.306,0.126,0.094353
2109,False,ZTF21aauttcg,No Classification,SN Ia,0.614,0.136,0.138,0.112,SNIa,0.434,0.18,0.274,0.112,No Redshift
2110,False,ZTF21aaxtfri,No Classification,SN Ia,0.363,0.234,0.256,0.147,SNIa,0.382,0.16,0.268,0.19,No Redshift
2111,False,ZTF21aaeolbz,No Classification,SN II,0.27,0.283,0.205,0.242,SNIa,0.354,0.232,0.33,0.084,No Redshift
2112,False,ZTF21aaxtjvm,SN Ia,SN Ia,0.388,0.278,0.212,0.122,SNIa,0.338,0.256,0.25,0.156,0.107
2113,False,ZTF21aaxtpty,No Classification,SN Ia,0.431,0.211,0.214,0.144,SNIa,0.35,0.21,0.256,0.184,No Redshift
2114,False,ZTF21aaeolfd,No Classification,SN Ia,0.778,0.069,0.116,0.037,SNIa,0.434,0.18,0.288,0.098,0.073284
2115,False,ZTF18abydmfv,Object Not Found,SN II,0.159,0.374,0.282,0.185,SNIa,0.34,0.236,0.298,0.126,No Redshift
2116,False,ZTF21aaxhveb,No Classification,SN Ia,0.376,0.267,0.255,0.102,SNIa,0.324,0.204,0.322,0.15,0.079384
2117,False,ZTF21abczfuq,Object Not Found,SN Ia,0.343,0.235,0.306,0.116,SNIbc,0.282,0.24,0.308,0.17,No Redshift
2118,False,ZTF21aaxsnjg,No Classification,SN Ib/c,0.297,0.249,0.324,0.13,SNIa,0.314,0.23,0.302,0.154,No Redshift
2119,False,ZTF21aaxthsz,No Classification,SN Ia,0.32,0.242,0.228,0.21,SNIa,0.322,0.226,0.228,0.224,No Redshift
2120,False,ZTF20aafcnby,No Classification,SN Ia,0.581,0.134,0.205,0.08,SNIa,0.398,0.176,0.234,0.192,0.074601
2121,False,ZTF21aaxtsqe,SN Ia,SN Ia,0.346,0.263,0.293,0.098,SNIa,0.302,0.256,0.252,0.19,0.068
2122,False,ZTF18acnngyx,No Classification,SN Ib/c,0.216,0.257,0.287,0.24,SNIbc,0.234,0.242,0.296,0.228,0.10962
2123,False,ZTF21aaxuywf,SN Ia,SN Ia,0.445,0.213,0.29,0.052,SNIa,0.404,0.134,0.382,0.08,0.020538
2124,False,ZTF20aaogrqe,SN Ia,SN Ib/c,0.319,0.226,0.327,0.128,SNIa,0.37,0.166,0.33,0.134,0.09
2125,False,ZTF21aaqedeh,Object Not Found,SN II,0.117,0.483,0.2,0.2,SNIbc,0.24,0.27,0.31,0.18,No Redshift
2126,False,ZTF18acurlbl,No Classification,SN Ia,0.416,0.197,0.257,0.13,SNIa,0.364,0.188,0.284,0.164,0.102635
2127,False,ZTF20aaqdvjj,Object Not Found,SLSN,0.222,0.314,0.109,0.355,SNIbc,0.242,0.244,0.308,0.206,No Redshift
2128,False,ZTF21aawkrit,No Classification,SN Ib/c,0.311,0.198,0.368,0.123,SNIa,0.362,0.198,0.332,0.108,No Redshift
2129,False,ZTF21aarrfxe,No Classification,SN II,0.269,0.393,0.171,0.167,SNIa,0.284,0.278,0.266,0.172,No Redshift
2130,False,ZTF21aayfqtb,Object Not Found,SN Ia,0.319,0.249,0.282,0.15,SNIa,0.378,0.182,0.274,0.166,No Redshift
2131,False,ZTF21aaxtufg,No Classification,SN Ia,0.352,0.266,0.29,0.092,SNIa,0.342,0.25,0.31,0.098,No Redshift
2132,False,ZTF21aagtqpn,SN II,SN II,0.08,0.415,0.174,0.331,SNII,0.166,0.34,0.264,0.23,0.036
2133,False,ZTF21aawlcwh,SN Ib/c,SN Ib/c,0.208,0.174,0.59,0.028,SNIbc,0.346,0.186,0.364,0.104,0.015
2134,False,ZTF21aazewmi,No Classification,SN Ib/c,0.306,0.178,0.479,0.037,SNIbc,0.312,0.234,0.354,0.1,No Redshift
2135,False,ZTF20aakdajy,Object Not Found,SLSN,0.008,0.175,0.041,0.776,SLSN,0.142,0.218,0.202,0.438,No Redshift
2136,False,ZTF21aaxvqjo,No Classification,SN Ia,0.345,0.25,0.255,0.15,SLSN,0.256,0.25,0.22,0.274,No Redshift
2137,False,ZTF18acrhiwr,Object Not Found,SN Ib/c,0.298,0.243,0.31,0.149,SNIa,0.316,0.214,0.314,0.156,0.076118
2138,False,ZTF18abvrzqj,SN Ia,SN Ib/c,0.337,0.188,0.358,0.117,SNIa,0.382,0.19,0.278,0.15,0.105
2139,False,ZTF21aaxgzln,SN Ia,SN Ia,0.621,0.122,0.196,0.061,SNIa,0.506,0.114,0.296,0.084,0.02758
2140,False,ZTF20abqiwfd,Object Not Found,SLSN,0.275,0.236,0.192,0.297,SNIbc,0.23,0.264,0.33,0.176,No Redshift
2141,False,ZTF21aaxtyhp,Object Not Found,SN Ia,0.352,0.21,0.327,0.111,SNIa,0.39,0.214,0.268,0.128,0.117437
2142,False,ZTF21aawxohm,No Classification,SN Ia,0.367,0.245,0.251,0.137,SLSN,0.282,0.186,0.246,0.286,0.103075
2143,False,ZTF21aaxsldw,No Classification,SN II,0.256,0.296,0.291,0.157,SNIa,0.322,0.23,0.268,0.18,No Redshift
2144,False,ZTF21aagopdv,No Classification,SN II,0.1,0.551,0.104,0.245,SNII,0.242,0.288,0.228,0.242,No Redshift
2145,False,ZTF21aawxdbc,SN Ia,SN Ib/c,0.322,0.198,0.362,0.118,SNIa,0.356,0.2,0.272,0.172,0.1
2146,False,ZTF21aavxruq,SN Ia,SN Ia,0.614,0.103,0.192,0.091,SNIa,0.412,0.176,0.256,0.156,0.036
2147,False,ZTF21aaxtxmh,No Classification,SN Ib/c,0.273,0.234,0.383,0.11,SNIbc,0.288,0.204,0.37,0.138,0.058243
2148,False,ZTF21aaydbtk,SN Ia,SN Ia,0.399,0.242,0.188,0.171,SNIa,0.31,0.234,0.216,0.24,0.057679
2149,False,ZTF21aaxxmvs,SN IIb,SN Ia,0.578,0.126,0.226,0.07,SNIa,0.364,0.204,0.29,0.142,0.053
2150,False,ZTF21aazhivg,No Classification,SN Ia,0.311,0.245,0.272,0.172,SNIa,0.346,0.214,0.24,0.2,0.118816
2151,False,ZTF21aaxsmab,No Classification,SN II,0.269,0.323,0.25,0.158,SNIa,0.344,0.176,0.298,0.182,No Redshift
2152,False,ZTF21aayqehn,No Classification,SN Ib/c,0.308,0.22,0.334,0.138,SNIa,0.332,0.23,0.292,0.146,1.1e-05
2153,False,ZTF21aazbbnt,No Classification,SN Ia,0.337,0.213,0.331,0.119,SNIa,0.334,0.216,0.268,0.182,No Redshift
2154,False,ZTF21aanzbfn,No Classification,SN II,0.147,0.434,0.159,0.26,SNIbc,0.256,0.248,0.292,0.204,0.081397
2155,False,ZTF18acbuibx,Object Not Found,SN Ib/c,0.284,0.28,0.397,0.039,SNIbc,0.338,0.2,0.366,0.096,No Redshift
2156,False,ZTF20aaksrag,Object Not Found,SN Ib/c,0.191,0.282,0.426,0.101,SNIbc,0.336,0.202,0.362,0.1,No Redshift
2157,False,ZTF20acwyiiw,No Classification,SLSN,0.059,0.317,0.169,0.455,SNIbc,0.214,0.216,0.34,0.23,No Redshift
2158,False,ZTF21aafkpnp,SN Ia,SN Ia,0.705,0.105,0.118,0.072,SNIa,0.378,0.208,0.242,0.172,0.08
2159,False,ZTF21aaxstqq,Object Not Found,SN Ia,0.385,0.172,0.307,0.136,SNIa,0.372,0.212,0.276,0.14,No Redshift
2160,False,ZTF21aatlgze,Object Not Found,SN II,0.306,0.33,0.254,0.11,SNIbc,0.284,0.258,0.32,0.138,No Redshift
2161,False,ZTF20abqkbfx,No Classification,SLSN,0.03,0.174,0.107,0.689,SLSN,0.19,0.208,0.218,0.384,No Redshift
2162,False,ZTF21aatlfdp,No Classification,SN Ia,0.524,0.154,0.133,0.189,SNIa,0.422,0.182,0.238,0.158,No Redshift
2163,False,ZTF21aawenii,No Classification,SN II,0.248,0.46,0.174,0.118,SNIa,0.302,0.292,0.202,0.204,0.046365
2164,False,ZTF21aaqmssg,Object Not Found,SN II,0.159,0.328,0.267,0.246,SNII,0.248,0.278,0.238,0.236,No Redshift
2165,False,ZTF21aaskyqx,No Classification,SN Ia,0.326,0.245,0.308,0.121,SNIa,0.372,0.184,0.328,0.116,No Redshift
2166,False,ZTF20acwqriu,No Classification,SN II,0.092,0.433,0.301,0.174,SNIbc,0.23,0.272,0.32,0.178,No Redshift
2167,False,ZTF18acswlfw,No Classification,SN Ib/c,0.273,0.28,0.356,0.091,SNIa,0.326,0.242,0.252,0.18,No Redshift
2168,False,ZTF21aafmzkk,No Classification,SN Ib/c,0.18,0.227,0.515,0.078,SNIbc,0.308,0.172,0.392,0.128,0.05595
2169,False,ZTF21aacufrg,No Classification,SN Ia,0.346,0.248,0.266,0.14,SNIa,0.346,0.198,0.288,0.168,0.114432
2170,False,ZTF21aaaovua,SN Ia,SN Ia,0.342,0.209,0.308,0.141,SNIa,0.372,0.192,0.28,0.156,0.097
2171,False,ZTF21aaxbjsj,No Classification,SN Ia,0.447,0.181,0.203,0.169,SNIa,0.418,0.182,0.266,0.134,No Redshift
2172,False,ZTF21aaxwyka,Object Not Found,SN Ib/c,0.264,0.262,0.285,0.189,SNIa,0.32,0.204,0.256,0.22,No Redshift
2173,False,ZTF21aaxxdpa,No Classification,SN Ia,0.327,0.259,0.266,0.148,SNIa,0.376,0.172,0.268,0.184,0.562453
2174,False,ZTF21aaxtzbw,No Classification,SN Ia,0.341,0.212,0.292,0.155,SNIa,0.38,0.188,0.27,0.162,No Redshift
2175,False,ZTF21aatuuiz,No Classification,SN Ib/c,0.254,0.243,0.397,0.106,SNIbc,0.316,0.198,0.384,0.102,0.065581
2176,False,ZTF21aaymwgn,No Classification,SN Ia,0.338,0.213,0.303,0.146,SNIa,0.376,0.214,0.286,0.124,No Redshift
2177,False,ZTF21aarebcb,No Classification,SN II,0.093,0.405,0.106,0.396,SNII,0.222,0.318,0.18,0.28,No Redshift
2178,False,ZTF21aaynlsf,SN Ia,SN Ia,0.287,0.279,0.271,0.163,SLSN,0.242,0.228,0.254,0.276,0.1
2179,False,ZTF21aaynlvs,No Classification,SN II,0.235,0.268,0.263,0.234,SNIa,0.32,0.212,0.252,0.216,No Redshift
2180,False,ZTF21aaxtmtf,Object Not Found,SLSN,0.184,0.265,0.198,0.353,SNIa,0.298,0.216,0.244,0.242,No Redshift
2181,False,ZTF21aaxstvj,No Classification,SN Ia,0.383,0.157,0.309,0.151,SNIa,0.38,0.186,0.284,0.15,0.06049
2182,False,ZTF21aaxsoio,No Classification,SN Ia,0.358,0.225,0.278,0.139,SNIa,0.362,0.228,0.272,0.138,No Redshift
2183,False,ZTF21aazhmta,No Classification,SN II,0.272,0.282,0.282,0.164,SNIa,0.324,0.24,0.248,0.188,No Redshift
2184,False,ZTF21aagtepk,Object Not Found,SN Ib/c,0.313,0.186,0.372,0.129,SNIbc,0.352,0.17,0.358,0.12,0.124739
2185,False,ZTF21aaxsxiy,No Classification,SN Ia,0.428,0.181,0.343,0.048,SNIa,0.422,0.208,0.304,0.066,No Redshift
2186,False,ZTF20acwfcvr,No Classification,SN II,0.115,0.391,0.283,0.211,SNIbc,0.218,0.29,0.3,0.192,No Redshift
2187,False,ZTF21aaxzdpg,Object Not Found,SN Ia,0.393,0.175,0.381,0.051,SNIa,0.398,0.186,0.312,0.104,No Redshift
2188,False,ZTF21aaxikfz,Object Not Found,SN Ib/c,0.327,0.2,0.44,0.033,SNIa,0.424,0.144,0.392,0.04,No Redshift
2189,False,ZTF18acuvrph,No Classification,SN Ia,0.413,0.154,0.328,0.105,SNIa,0.33,0.194,0.306,0.17,No Redshift
2190,False,ZTF21aaaovwg,No Classification,SN Ib/c,0.203,0.2,0.56,0.037,SNIbc,0.28,0.204,0.374,0.142,0.041934
2191,False,ZTF21aaygmiu,SN Ia,SN Ia,0.603,0.098,0.204,0.095,SNIa,0.448,0.168,0.214,0.17,0.08
2192,False,ZTF18acuxkzq,Object Not Found,SN II,0.16,0.406,0.195,0.239,SNIbc,0.324,0.202,0.336,0.138,No Redshift
2193,False,ZTF20acwfftd,SN Ia,SN II,0.177,0.358,0.261,0.204,SLSN,0.118,0.29,0.264,0.328,0.02147
2194,False,ZTF21aaxuxrw,Object Not Found,SN Ia,0.391,0.212,0.337,0.06,SNIa,0.354,0.222,0.35,0.074,No Redshift
2195,False,ZTF18aczerlj,Object Not Found,SLSN,0.058,0.418,0.098,0.426,SNIa,0.288,0.214,0.248,0.25,0.066081
2196,False,ZTF21aavibyv,No Classification,SN Ia,0.403,0.21,0.242,0.145,SNIa,0.378,0.24,0.24,0.142,-0.000113
2197,False,ZTF20abnrluz,Object Not Found,SN II,0.121,0.423,0.127,0.329,SNIbc,0.21,0.234,0.328,0.228,No Redshift
2198,False,ZTF18acqphpd,SN Ic,SN Ib/c,0.162,0.204,0.587,0.047,SNIbc,0.316,0.192,0.372,0.12,0.037
2199,False,ZTF18aawmxdx,SN Ia,SN Ia,0.485,0.155,0.26,0.1,SNIa,0.398,0.184,0.326,0.092,0.0425
2200,False,ZTF20abaplpb,Object Not Found,SN II,0.118,0.375,0.224,0.283,SLSN,0.162,0.28,0.236,0.322,No Redshift
2201,False,ZTF21aaxxetp,No Classification,SN Ia,0.339,0.185,0.325,0.151,SNIa,0.374,0.186,0.29,0.15,No Redshift
2202,False,ZTF21aayonfd,SN Ic,SN Ib/c,0.178,0.201,0.598,0.023,SNIbc,0.328,0.184,0.386,0.102,0.112
2203,False,ZTF21aaxycms,SN Ia,SN Ia,0.375,0.228,0.26,0.137,SNIa,0.326,0.234,0.256,0.184,0.08
2204,False,ZTF21abainpe,No Classification,SN Ib/c,0.316,0.207,0.355,0.122,SNIbc,0.35,0.168,0.352,0.13,No Redshift
2205,False,ZTF21aaynlnw,No Classification,SN Ia,0.362,0.213,0.324,0.101,SNIa,0.344,0.19,0.32,0.146,No Redshift
2206,False,ZTF21aazixkh,No Classification,SN II,0.234,0.312,0.263,0.191,SNIa,0.328,0.196,0.29,0.186,No Redshift
2207,False,ZTF21aaxwzjz,No Classification,SN Ia,0.391,0.211,0.282,0.116,SNIa,0.372,0.232,0.242,0.154,No Redshift
2208,False,ZTF21abarhvu,No Classification,SN Ib/c,0.29,0.237,0.333,0.14,SNIa,0.358,0.204,0.29,0.148,No Redshift
2209,False,ZTF21aaxvvqq,No Classification,SN Ia,0.351,0.268,0.254,0.127,SNIa,0.318,0.224,0.294,0.164,No Redshift
2210,False,ZTF21aaydzcm,No Classification,SN Ib/c,0.279,0.278,0.297,0.146,SNIa,0.39,0.152,0.306,0.152,No Redshift
2211,False,ZTF21aaydomp,No Classification,SN Ia,0.304,0.288,0.216,0.192,SLSN,0.25,0.258,0.228,0.264,No Redshift
2212,False,ZTF21aaxyglu,No Classification,SN Ib/c,0.323,0.174,0.403,0.1,SNIa,0.38,0.16,0.364,0.096,No Redshift
2213,False,ZTF21aaxstpc,No Classification,SN Ia,0.349,0.193,0.308,0.15,SNIa,0.354,0.198,0.248,0.2,No Redshift
2214,False,ZTF21aaydwzt,SN Ia,SN Ia,0.588,0.116,0.189,0.107,SNIa,0.476,0.134,0.264,0.126,No Redshift
2215,False,ZTF21aaxtcdl,No Classification,SN Ia,0.442,0.158,0.336,0.064,SNIa,0.428,0.194,0.276,0.102,0.077551
2216,False,ZTF21aawyyha,SN Ia,SN Ia,0.561,0.112,0.178,0.149,SNIa,0.376,0.156,0.216,0.252,0.056
2217,False,ZTF21aaxtjgi,No Classification,SN Ia,0.346,0.236,0.261,0.157,SNIa,0.298,0.236,0.298,0.168,0.126034
2218,False,ZTF21aaxtrlt,SN Ia-91T-like,SN Ia,0.47,0.201,0.234,0.095,SNIa,0.382,0.226,0.268,0.124,0.08
2219,False,ZTF21aautijg,SN IIn,SLSN,0.118,0.246,0.111,0.525,SLSN,0.128,0.224,0.204,0.444,0.106
2220,False,ZTF20abawhtd,SLSN-II,SLSN,0.04,0.256,0.086,0.618,SLSN,0.124,0.196,0.168,0.512,0.123
2221,False,ZTF21aaxsoth,No Classification,SN Ib/c,0.324,0.239,0.346,0.091,SNIa,0.35,0.202,0.344,0.104,No Redshift
2222,False,ZTF21aafnabs,SN Ia,SN Ib/c,0.341,0.178,0.368,0.113,SNIa,0.36,0.194,0.31,0.136,0.087762
2223,False,ZTF21aaxtfut,No Classification,SN Ia,0.405,0.141,0.338,0.116,SNIbc,0.31,0.184,0.322,0.184,No Redshift
2224,False,ZTF21aaxveyl,No Classification,SN Ia,0.396,0.213,0.269,0.122,SNIa,0.33,0.216,0.252,0.202,No Redshift
2225,False,ZTF21aazpzqo,No Classification,SN II,0.296,0.323,0.27,0.111,SNIa,0.326,0.23,0.3,0.144,No Redshift
2226,False,ZTF21aaxygif,Object Not Found,SN Ia,0.381,0.178,0.291,0.15,SNIbc,0.288,0.24,0.326,0.146,No Redshift
2227,False,ZTF21aazcgof,SN II,SN Ia,0.338,0.264,0.233,0.165,SNIa,0.318,0.17,0.27,0.242,0.027
2228,False,ZTF21aawjcqa,No Classification,SN Ia,0.315,0.306,0.272,0.107,SNIa,0.32,0.242,0.258,0.18,No Redshift
2229,False,ZTF21aaxtmyr,Object Not Found,SN II,0.207,0.355,0.349,0.089,SNIbc,0.24,0.262,0.334,0.164,No Redshift
2230,False,ZTF21aaygcnm,No Classification,SN Ia,0.456,0.162,0.272,0.11,SNIa,0.45,0.16,0.28,0.11,No Redshift
2231,False,ZTF21aayquba,SN Ia,SN Ia,0.54,0.139,0.203,0.118,SNIa,0.358,0.174,0.262,0.206,0.09
2232,False,ZTF21aascgal,No Classification,SN II,0.111,0.423,0.277,0.189,SLSN,0.23,0.258,0.246,0.266,No Redshift
2233,False,ZTF20aarepee,Object Not Found,SN II,0.214,0.332,0.314,0.14,SNIa,0.316,0.276,0.266,0.142,No Redshift
2234,False,ZTF21aayramw,No Classification,SN Ia,0.314,0.251,0.19,0.245,SNIa,0.31,0.18,0.236,0.274,No Redshift
2235,False,ZTF21aagtqdu,Object Not Found,SN II,0.156,0.352,0.288,0.204,SNIa,0.332,0.212,0.322,0.134,No Redshift
2236,False,ZTF21aazrgtw,No Classification,SLSN,0.221,0.254,0.193,0.332,SNIa,0.318,0.202,0.256,0.224,0.469412
2237,False,ZTF21aazrhhj,No Classification,SN Ib/c,0.249,0.262,0.29,0.199,SNIa,0.352,0.202,0.25,0.196,No Redshift
2238,False,ZTF21aalohza,Object Not Found,SN II,0.099,0.472,0.193,0.236,SNIbc,0.224,0.236,0.32,0.22,No Redshift
2239,False,ZTF21aarffoi,Object Not Found,SN II,0.109,0.377,0.282,0.232,SNIbc,0.274,0.202,0.326,0.198,No Redshift
2240,False,ZTF21aavhltt,Object Not Found,SN Ib/c,0.169,0.279,0.359,0.193,SNIbc,0.236,0.214,0.3,0.25,No Redshift
2241,False,ZTF21abcdkdo,Object Not Found,SN Ib/c,0.185,0.253,0.417,0.145,SNIbc,0.274,0.256,0.38,0.09,No Redshift
2242,False,ZTF18abexvti,Object Not Found,SN II,0.125,0.412,0.261,0.202,SNIbc,0.268,0.236,0.364,0.132,No Redshift
2243,False,ZTF21aavidfz,Object Not Found,SN Ib/c,0.114,0.239,0.559,0.088,SNIbc,0.28,0.226,0.328,0.166,No Redshift
2244,False,ZTF21aaxzkfe,SN Ia,SN Ib/c,0.273,0.228,0.397,0.102,SNIbc,0.292,0.196,0.298,0.214,0.08
2245,False,ZTF19abijtlz,Object Not Found,SN Ib/c,0.235,0.265,0.409,0.091,SNIbc,0.268,0.218,0.304,0.21,No Redshift
2246,False,ZTF19aaafgbt,SN Ia,SN Ia,0.367,0.184,0.27,0.179,SNIa,0.376,0.136,0.304,0.184,0.121
2247,False,ZTF21aaxzcsf,Object Not Found,SN Ia,0.42,0.172,0.366,0.042,SNIa,0.394,0.158,0.358,0.09,No Redshift
2248,False,ZTF21aayrnqt,No Classification,SN Ia,0.394,0.162,0.346,0.098,SNIa,0.324,0.208,0.26,0.208,No Redshift
2249,False,ZTF19aaknacv,SN Ia-91T-like,SN II,0.251,0.323,0.256,0.17,SNIa,0.346,0.208,0.342,0.104,0.039
2250,False,ZTF21aayltev,Object Not Found,SN Ia,0.366,0.245,0.268,0.121,SNIa,0.32,0.212,0.312,0.156,No Redshift
2251,False,ZTF21aaypcza,No Classification,SN Ia,0.354,0.217,0.312,0.117,SNIa,0.39,0.14,0.33,0.14,No Redshift
2252,False,ZTF21aayddkn,SN Ib,SN Ia,0.426,0.17,0.287,0.117,SNIa,0.336,0.168,0.322,0.174,0.052068
2253,False,ZTF21aaynorj,No Classification,SN Ia,0.284,0.261,0.275,0.18,SNIa,0.29,0.25,0.272,0.188,0.128601
2254,False,ZTF21aaymysx,No Classification,SN Ia,0.34,0.228,0.327,0.105,SNIa,0.364,0.188,0.266,0.182,0.089209
2255,False,ZTF21abbmknl,Object Not Found,SN Ib/c,0.246,0.265,0.376,0.113,SNIbc,0.35,0.16,0.364,0.126,No Redshift
2256,False,ZTF21aayokcs,No Classification,SN Ia,0.339,0.262,0.261,0.138,SNIa,0.382,0.188,0.304,0.126,0.100231
2257,False,ZTF21abajsgi,No Classification,SN Ia,0.349,0.191,0.326,0.134,SNIa,0.422,0.178,0.268,0.132,0.108711
2258,False,ZTF21aazxqie,No Classification,SN Ib/c,0.315,0.165,0.412,0.108,SNIa,0.354,0.18,0.338,0.128,0.082243
2259,False,ZTF21aayoneu,No Classification,SN Ib/c,0.256,0.287,0.319,0.138,SNIbc,0.306,0.222,0.316,0.156,0.15269
2260,False,ZTF21aaxtdrs,SN Ia,SN Ia,0.503,0.134,0.28,0.083,SNIa,0.478,0.106,0.282,0.134,0.07692
2261,False,ZTF21aavdukh,SN II,SN II,0.257,0.391,0.179,0.173,SNII,0.25,0.306,0.228,0.216,0.0372
2262,False,ZTF21aaxtshx,Object Not Found,SN II,0.261,0.296,0.279,0.164,SNIa,0.294,0.234,0.278,0.194,No Redshift
2263,False,ZTF19abgafkt,Object Not Found,SLSN,0.254,0.248,0.203,0.295,SNIa,0.372,0.172,0.306,0.15,No Redshift
2264,False,ZTF21aayfruq,No Classification,SN Ia,0.379,0.189,0.326,0.106,SNIa,0.366,0.156,0.336,0.142,No Redshift
2265,False,ZTF21aaylpaq,No Classification,SN Ia,0.362,0.194,0.29,0.154,SNIa,0.366,0.214,0.248,0.172,No Redshift
2266,False,ZTF20aaugwbm,Object Not Found,SN Ib/c,0.201,0.275,0.418,0.106,SNIbc,0.338,0.172,0.406,0.084,No Redshift
2267,False,ZTF21aaxwkvw,Object Not Found,SN Ia,0.395,0.16,0.231,0.214,SNIa,0.304,0.214,0.258,0.224,No Redshift
2268,False,ZTF20aaigfzx,No Classification,SLSN,0.137,0.31,0.157,0.396,SLSN,0.148,0.24,0.164,0.448,0.195
2269,False,ZTF21aayfwca,Object Not Found,SN Ia,0.335,0.21,0.298,0.157,SNIa,0.35,0.174,0.246,0.23,No Redshift
2270,False,ZTF21aaylpbq,Object Not Found,SN II,0.277,0.3,0.255,0.168,SNIa,0.298,0.238,0.252,0.212,No Redshift
2271,False,ZTF21abaeptx,No Classification,SN Ia,0.283,0.251,0.249,0.217,SNIa,0.298,0.22,0.212,0.27,No Redshift
2272,False,ZTF21aaxbllu,Object Not Found,SN Ib/c,0.291,0.194,0.464,0.051,SNIbc,0.324,0.15,0.49,0.036,No Redshift
2273,False,ZTF21aaqftuq,SN Ia-91T-like,SN Ib/c,0.202,0.263,0.333,0.202,SNIbc,0.238,0.254,0.292,0.216,0.012128969342354
2274,False,ZTF21aaeldnw,Object Not Found,SLSN,0.04,0.229,0.096,0.635,SLSN,0.13,0.272,0.194,0.404,No Redshift
2275,False,ZTF19abrpqqk,Object Not Found,SN II,0.152,0.375,0.296,0.177,SNIbc,0.272,0.224,0.376,0.128,No Redshift
2276,False,ZTF21aazsylk,SN Ia,SN Ia,0.444,0.151,0.3,0.105,SNIa,0.314,0.206,0.304,0.176,0.052
2277,False,ZTF18abvhasp,Object Not Found,SN Ib/c,0.376,0.172,0.419,0.033,SNIbc,0.378,0.182,0.394,0.046,No Redshift
2278,False,ZTF21aagsytt,Object Not Found,SN Ib/c,0.242,0.177,0.554,0.027,SNIbc,0.368,0.168,0.384,0.08,No Redshift
2279,False,ZTF21abawvgt,No Classification,SN Ib/c,0.251,0.271,0.34,0.138,SNIbc,0.296,0.22,0.318,0.166,No Redshift
2280,False,ZTF18abxqnxa,No Classification,SN Ia,0.416,0.175,0.317,0.092,SNIa,0.424,0.182,0.322,0.072,No Redshift
2281,False,ZTF21aaekkso,No Classification,SN II,0.081,0.496,0.22,0.203,SNII,0.212,0.342,0.184,0.262,No Redshift
2282,False,ZTF21aaxvnyz,No Classification,SN Ia,0.321,0.26,0.255,0.164,SLSN,0.226,0.274,0.206,0.294,No Redshift
2283,False,ZTF21aazoger,No Classification,SN Ia,0.335,0.207,0.308,0.15,SNIa,0.362,0.2,0.274,0.164,No Redshift
2284,False,ZTF21aaxsmwu,No Classification,SN II,0.258,0.306,0.204,0.232,SNIa,0.328,0.232,0.25,0.19,No Redshift
2285,False,ZTF21aaxjvyl,SN II,SN II,0.304,0.38,0.201,0.115,SNIa,0.322,0.306,0.212,0.16,0.04
2286,False,ZTF21aaxzbrn,SN Ia,SN Ia,0.423,0.179,0.221,0.177,SNIa,0.41,0.23,0.236,0.124,0.07
2287,False,ZTF21aaylztp,Object Not Found,SN II,0.188,0.342,0.328,0.142,SNIbc,0.286,0.25,0.342,0.122,No Redshift
2288,False,ZTF21aazhegf,SN II,SN Ia,0.435,0.164,0.237,0.164,SNIa,0.42,0.152,0.242,0.186,0.033
2289,False,ZTF21aaxwnlr,SN Ia,SN Ia,0.468,0.11,0.371,0.051,SNIa,0.368,0.178,0.344,0.11,0.023169
2290,False,ZTF20acvfgvx,Object Not Found,SN Ib/c,0.207,0.248,0.454,0.091,SNIbc,0.324,0.198,0.362,0.116,No Redshift
2291,False,ZTF21abaiicy,No Classification,SN Ia,0.363,0.252,0.235,0.15,SNIa,0.436,0.202,0.238,0.124,No Redshift
2292,False,ZTF21aazqtor,SN Ia,SN Ia,0.284,0.249,0.259,0.208,SNIa,0.392,0.14,0.294,0.174,0.0954
2293,False,ZTF21aaxxihx,SN Ic-BL,SN Ia,0.412,0.166,0.325,0.097,SNIa,0.368,0.16,0.312,0.16,0.06
